title,price_display,description,propertyType,locality,latitude,longitude,postcode,state,street_address,suburb,bathrooms,bedrooms,parking_spaces,agency_name,amenities
"Unit 2/3 Davenport Street, Port Augusta",340.0,"Two Bedroom, air conditioned, roller shutters, carport, quiet location, small rear courtyard, walking distance to CBD. $100.00 water usage charge per quarter.",unit,Port Augusta,-32.490315,137.772755,5700,SA,Unit 2/3 Davenport Street,Port Augusta,1,2,2,Professionals Port Augusta,"Carport: 1, Open Spaces: 1, Air Conditioning, Living Areas: 1"
So much space !,700.0,"This generous sized 4 bedroom, 1 bathroom home is located a quiet cul-de-sac which is also close to schools, shops,and transport links. The moment you walk towards the property you just know this is something different. There is a large shed to the side of the home which plenty of space, power and security. To the right of the property you are greeted by a huge garden which wraps around the front and side of the house. Inside the home is well laid out with the lounge room located to the front. As you travel through you come to the kitchen/dining area with plenty of cupboards and bench space. Each of the 4 bedrooms is carpeted and the master bedroom boasts an air conditioning unit and wardrobe provided for your ease and the bathroom is well appointed. To the rear/side of the property you have a large undercover patio area for entertaining in all seasons.<br/><br/>OW TO INSPECT THIS PROPERTY Arranging inspections is easy. Simply click on the button above 'Book an inspection' or alternatively go to our website and book the inspection on this site by entering your details and choose an appointment time that suits YOU. <br/><br/>You will be INSTANTLY informed of any updates, changes or cancellations for your appointment. If no one registers for an appointment time - then that appointment may not proceed. <br/><br/>So DON'T MISS OUT book for an appointment today. <br/><br/>To apply for this property, please use the 'APPLY FOR PROPERTY' button on our website at rmaproperty.com.au <br/><br/>*Important* Whilst every care is taken in the preparation of the information contained in this marketing, Rental Management Australia will not be held liable for any errors in typing or information. All information is considered correct at the time of printing.",house,Padbury,-31.79744,115.77236,6025,WA,6 Nile Court,Padbury,1,4,1,Rental Management Australia - OSBORNE PARK,"Garage: 1, Pets Allowed"
Quality Home Located in Christies Beach!,620.0,"Embrace coastal luxury in this new three-bedroom, two-bathroom residence at 24 Pearce Street, Christie's Beach. Featuring a single garage, ducted air conditioning, and upscale finishes, this home is offered at $575 per week. Additionally, solar panels will be installed shortly after the commencement of the tenancy, ensuring a sustainable and energy-efficient lifestyle.<br/><br/>Key Features:<br/>- 3x Bedrooms: (No carpets for easy maintenance)<br/>- The master bedroom features an ensuite and walk-in wardrobe<br/>- Bedrooms 2 & 3 feature built-in wardrobes<br/>- Air Conditioning: Reverse cycle ducted<br/>- NBN Ready<br/>- Solar Panels<br/><br/>Step into a world of modern elegance with this coastal retreat. The open-plan layout seamlessly connects the living, dining, and kitchen areas, creating a spacious and inviting atmosphere. Enjoy the sleek, modern kitchen equipped with top-of-the-line appliances, perfect for entertaining and everyday living.<br/><br/>Each bedroom boasts built-in wardrobes, with the master bedroom featuring an ensuite and a walk-in wardrobe, providing a private sanctuary for relaxation. Reverse cycle ducted air conditioning throughout the property ensures comfort in every season, while the upcoming solar panel installation adds an eco-friendly touch.<br/><br/>Additional Features:<br/><br/>- Low-maintenance backyard<br/>- Ample storage space<br/>- Proximity to the beach<br/>- High-quality tiled flooring throughout<br/><br/>Situated in the heart of Christie's Beach, this home offers easy access to the sandy shores and is conveniently located near shopping centers, schools, parks, and public transport.<br/><br/>Small Pet negotiable!<br/><br/>ENQUIRE NOW by emailing [REDACTED EMAIL]<br/><br/>Check out the property at the next open inspection!<br/><br/>Use the ""Apply"" button to send through an application!<br/><br/>Disclaimer: The accuracy of this information cannot be guaranteed and all interested parties should seek independent advice.",house,Christies Beach,-35.13284039,138.4844743,5165,SA,24 Pearce St,Christies Beach,2,3,2,Silvertail,"Courtyard, Fully Fenced, Garage: 1, Open Spaces: 1, Secure Parking, Air Conditioning, Built-in Wardrobes, Dishwasher, Ensuite: 1, Living Areas: 1, Toilets: 2"
Modern Apartment Living on Anzac Highway,580.0,"Step into modern living with this stylish 3-bedroom, 1-bathroom apartment located at 21 / 203 Anzac Highway, Plympton. Perfectly positioned for convenience and lifestyle, this property offers a contemporary urban oasis for those seeking comfort and accessibility.<br/><br/>Boasting a sleek design and functional layout, this apartment features a spacious open plan living area, ideal for relaxing or entertaining guests. The well-appointed kitchen comes equipped with modern appliances and ample storage space, making meal preparation a breeze. With 3 bedrooms providing comfortable accommodation and a stylish bathroom for convenience, this apartment is perfect for families or professionals looking for a contemporary living space.<br/><br/>Enjoy the convenience of a secure open car space, allowing for easy parking and peace of mind. Situated in a sought-after location along Anzac Highway, residents have access to a range of amenities, including nearby shops, cafes, schools, and public transport options. Don't miss this opportunity to experience modern apartment living at its finest in Plympton.<br/><br/>Features Include:<br/><br/>- Private Balcony<br/>- Dishwasher to Kitchen<br/>- Ceiling Fan's throughout<br/>- Open plan living area<br/>- Updated Bathroom<br/><br/>To apply: please visit tenantoptions.com.au<br/><br/>Disclaimer: it is a policy of Oh! Property Management that all properties are viewed either by yourself, or an appointed nominee before proceeding to an application. Applications received prior to viewing the property will not be processed. All information has been obtained from sources deemed as accurate, however, it cannot be guaranteed and neither the agent, agency or landlord accepts any liability for errors, omissions or oversights. Oh! Property Management has exclusive management of this property, and it is not advertised by any other third parties or on other third-party websites, if you see this property advertised elsewhere please get in contact with the agency immediately. RLA 305890.",apartment,Plympton,-34.95861844,138.56173899,5038,SA,21/203 Anzac Highway,Plympton,1,3,1,Oh! Property Management - WOODCROFT,"Balcony, Open Spaces: 1, Broadband Internet Available, Dishwasher, Split-system Air Conditioning"
"Well-Presented Family Home, Fully Furnished",825.0,"Welcome to 11 Warrilow Loop, Canning Vale, a beautifully maintained and thoughtfully designed home offering comfort, functionality, and an unbeatable location. Positioned within the highly sought-after Caladenia Primary School catchment and just moments from parks, shops, and public transport, this home is ideal for families and professionals seeking convenience and quality living.<br/><br/>At the heart of the home is the well-appointed kitchen, perfectly positioned to overlook the open plan meals and family areas, creating a seamless flow for everyday living and entertaining. The home also offers excellent year-round comfort with reverse cycle split systems to the living space and master bedroom, ensuring a pleasant living environment in every season.<br/><br/>Step outside and enjoy the private, paved alfresco area, complemented by easy-care reticulated gardens, offering a peaceful outdoor space without the burden of high maintenance.<br/><br/>LEASE:<br/>* $825 per week<br/>* 12 Month lease to commence <br/>* Fully Furnished  <br/><br/>KEY FEATURES:  <br/>* Spacious 3 bedroom, 2 bathroom family home<br/>* Master bedroom positioned at the front of the home with Double built-in sliding robes, timber Venetian blinds, roller shutter for added privacy and security<br/>* Well-appointed kitchen<br/>* Open plan living and dining area filled with natural light<br/>* Split system to living space and master bedroom <br/>* Paved undercover patio, ideal for entertaining<br/>* Easy-care, reticulated garden beds<br/>* Neat, low-maintenance presentation throughout<br/>* Robes to guest bedrooms <br/><br/>AREA HIGHLIGHTS: <br/>Perfectly positioned in one of Canning Vale’s most desirable pockets, this home offers exceptional access to:<br/>* Located within the highly regarded Caladenia Primary School zone<br/>* Walking distance to Canna Drive Reserve and local parklands<br/>* Close proximity to shopping centres, cafes, and essential amenities<br/>* Convenient access to public transport options<br/>* Easy access to major arterial roads including Nicholson Road and Ranford Road<br/>* Family-friendly, quiet, and well-established neighbourhood<br/>Canning Vale continues to be one of Perth’s most sought-after suburbs due to its excellent infrastructure, strong community atmosphere, and proximity to schools, transport, and lifestyle amenities.<br/><br/>To be updated when an inspection time is available, please request one through realestate.com. <br/><br/>If you would like to apply and have the chance to secure this rental, press the apply link on the realestate.com advert. You are welcome to apply before viewing. <br/><br/>Own your own investment property? If you are looking for property management services, we would love to hear from you. Contact Pearl Kannel on [REDACTED PHONE] or [REDACTED EMAIL] for a no-obligation and confidential conversation.<br/>",house,Canning Vale,-32.06562606,115.93738837,6155,WA,11 Warrilow Loop,Canning Vale,2,3,2,Platinum Property Co,"Courtyard, Fully Fenced, Garage: 1, Open Spaces: 1, Outdoor Entertaining Area, Secure Parking, Air Conditioning, Built-in Wardrobes, Dishwasher, Ensuite: 1, Toilets: 2"
"Spacious Family Home with Pool, Solar & Powered Workshop",1000.0,"Positioned in a quiet, family-friendly pocket of Kiara, this well-maintained home offers generous indoor living, excellent outdoor entertaining, and valuable energy-saving solar panels.<br/><br/>This is a fantastic opportunity for families seeking space, functionality and lifestyle convenience.<br/><br/> Property Features:<br/><br/>• Multiple living areas providing flexible family space<br/>• Open-plan kitchen and dining area with ample storage<br/>• Separate lounge/living zones with timber flooring<br/>• Well-sized bedrooms with built-in storage<br/>• Functional bathrooms with neutral finishes<br/>• Air-conditioning for year-round comfort<br/>• Solar panel system to assist with electricity costs<br/><br/>Outdoor & Lifestyle:<br/><br/>• Large below-ground swimming pool<br/>• Covered alfresco entertaining area<br/>• Spacious backyard with lawn area<br/>• Powered workshop with bar area – ideal for hobbies, storage or entertaining<br/>• Secure driveway<br/><br/>Location Highlights:<br/><br/>Located in the established suburb of Kiara, close to:<br/><br/>• Kiara College<br/>• Good Shepherd Catholic School<br/>• Lockridge Primary School<br/>• Local shopping centres and medical facilities<br/>• Easy access to Tonkin Highway<br/>• Approx. 20 minutes to Perth CBD<br/>• Close to Swan Valley wineries and cafés<br/><br/>Kiara is a well-connected suburb offering strong community feel and convenient access to both city and lifestyle amenities.<br/><br/>Disclaimer:<br/><br/>The property is offered unfurnished. Furnishings shown in marketing images are for illustrative purposes only. All information provided is deemed reliable but prospective tenants are encouraged to conduct their own enquiries.",house,Kiara,-31.88476,115.93804,6054,WA,119 Bottlebrush Drive,Kiara,1,4,2,MK Property Partners,"Fully Fenced, Outdoor Entertaining Area, Swimming Pool - Inground, Air Conditioning, Floorboards, Split-system Air Conditioning"
"Fresh, Furnished & Ready to Go – 1 Bedroom Living in a Prime Spot",450.0,"Looking for something modern, easy to maintain, and move-in ready? These newly built 1-bedroom van homes at Canberra Holiday Village offer a smart, comfortable lifestyle in a well-connected location.<br/><br/>Designed for practical living, each home comes fully furnished and thoughtfully laid out to make the most of the space.<br/><br/>Inside You’ll Find:<br/>* Private ensuite for added comfort<br/>* Built-in wardrobe<br/>* Air conditioning<br/>* Sleek, easy-care flooring<br/>* Functional kitchen with great storage and cooking facilities<br/>* Dining table and chairs<br/>* Cozy 2-seater lounge<br/>* Fridge/freezer included<br/>* Your own balcony to relax and unwind<br/>* Allocated parking space<br/><br/>Community Features:<br/>* Shared camp kitchen<br/>* Convenient tap-and-go laundry<br/>* BBQ and outdoor picnic areas<br/>* Recreation room with complimentary Wi-Fi<br/>* Playground<br/>* On-site dining at Monaro Tavern <br/><br/>Location Benefits:<br/>Positioned just minutes from the centre of Canberra, close to medical services, local attractions, and with easy access to Campbellfield Plaza.<br/><br/>Rent: $450 per week<br/>Available from 2 March<br/><br/>Low-maintenance, modern and perfectly positioned — enquire today to secure your spot.<br/><br/>Disclaimer: Images are indicative only. Layouts and finishes may vary slightly between homes.",unit,Symonston,-35.33217889,149.16396861,2609,ACT,237b/250 Canberra Ave,Symonston,1,1,1,Hampshire Rentals,Open Spaces: 1
Brand-New 1-Bedroom Van Homes – Now Leasing | $450 per week,450.0,"Step into stylish, low-maintenance living at Canberra Holiday Village. These newly completed, fully furnished 1-bedroom van homes deliver comfort, convenience, and community in one unbeatable package. <br/><br/>Home Highlights:<br/>* Private ensuite bathroom<br/>* Built-in wardrobe<br/>* Air conditioning<br/>* Easy-care flooring<br/>* Fully equipped kitchen with ample storage<br/>* Dining table & chairs<br/>* Comfortable 2-seater lounge<br/>* Fridge/freezer included<br/>* Private balcony – perfect for morning coffee<br/>* Allocated car space<br/><br/>Village Perks:<br/>* Camp kitchen<br/>* Tap-and-go laundry facilities<br/>* BBQ & picnic areas<br/>* Recreation room with free Wi-Fi<br/>* Playground<br/>* On-site dining at Monaro Tavern<br/><br/>Location, Location:<br/>* Minutes to Canberra CBD<br/>* Close to medical services and local attractions<br/>* Easy access to Campbellfield Plaza<br/><br/>Modern, affordable, and move-in ready — secure your new home today.<br/><br/>Disclaimer:<br/>Photos are for illustrative purposes only. Actual layouts, finishes, and fittings may vary.",unit,Symonston,-35.33217889,149.16396861,2609,ACT,237a/250 Canberra Ave,Symonston,1,1,1,Hampshire Rentals,Open Spaces: 1
Brand-New 1-Bedroom Van Homes – Now Leasing,450.0,"Enjoy easy, modern living at Canberra Holiday Village with five newly completed, fully furnished one-bedroom van homes now available within our welcoming community. Thoughtfully designed for comfort and practicality, these homes offer your own private retreat while giving you access to fantastic shared facilities.<br/><br/>Home Features:<br/>•    Private en-suite bathroom<br/>•    Built in wardrobe<br/>•    Easy-care floorboards<br/> Dining setting with table & chairs<br/>•    Well equipped kitchen with generous cupboard space and cooing appliance<br/>•    Comfortable 2-seater lounge<br/>•    Fridge/freezer<br/>•    Allocated car space<br/>•    Small balcony<br/> <br/>Village Facilities: <br/>•    Camp Kitchen <br/>•    Laundry with tap-and-go facilities<br/>•    Welcoming community living environment<br/>•    BBQ & picnic areas<br/>•    On-site Monaro Tavern for casual dining and a game of pool<br/>•    Community Recreation room with free WIFI<br/>•    Playground Prime Location:<br/>•    Moments from Canberra's city centre<br/>•    Close to medical services, attractions<br/>•    Easy access to Campbellfield Plaza<br/> <br/>Rent: $450 per week<br/>Available: From the 2nd of March<br/> <br/>Don’t miss this opportunity to move into a brand-new, modern, and convenient home in a friendly village setting!<br/> <br/>Disclaimer: The photos displayed online are for illustrative purposes only and may not represent the exact van homes available. Actual models, layouts, and finishes may vary slightly",unit,Symonston,-35.33217889,149.16396861,2609,ACT,231B/250 Canberra Ave,Symonston,1,1,1,Hampshire Rentals,Open Spaces: 1
Brand-New 1-Bedroom Van Homes – $450/week,450.0,"Move into modern, low-maintenance living at Canberra Holiday Village. These fully furnished 1-bedroom homes offer comfort, convenience, and community all in one.<br/><br/>✔ Private ensuite<br/>✔ Air-conditioning<br/>✔ Built-in wardrobe<br/>✔ Equipped kitchen + dining set<br/>✔ 2-seater lounge & fridge/freezer<br/>✔ Easy-care flooring<br/>✔ Private balcony<br/>✔ Allocated car space<br/><br/>Enjoy access to all village facilities, including- BBQ areas, camp kitchen, laundry, recreation room with free Wi-Fi, playground, and on-site dining at Monaro Tavern.<br/><br/>Just minutes from the heart of Canberra, close to medical centres and popular attractions. <br/><br/>Be quick – brand-new homes like this won’t last!  <br/><br/>Disclaimer:<br/>Images shown are for advertising purposes only and may not reflect the exact homes available. Layouts, finishes, and fittings may vary slightly.",unit,Symonston,-35.33217889,149.16396861,2609,ACT,231c/250 Canberra Ave,Symonston,1,1,1,Hampshire Rentals,Open Spaces: 1
Dual Living- Offering Unit B with Open Car Space,490.0,"Dual Living Duplex – Lovely Unit B (2024 Build)<br/><br/>This modern dual-living duplex offers two completely separate residences under the one roof. Presenting Unit B, a build completed in 2024, designed for low-maintenance, comfortable living.<br/><br/>Unit B features two well-sized bedrooms, both with built-in sliding mirrored robes, quality carpeting and window blinds. The open-plan kitchen, living and dining area is fitted with modern stainless-steel appliances including a dishwasher, and is complemented by a split-system reverse-cycle air conditioner for year-round comfort.<br/><br/>The living area flows seamlessly to a private outdoor alfresco area and a fully landscaped, securely fenced rear yard, offering privacy and easy care living.<br/><br/>Parking is provided via an open-air car space. The driveway is shared; however, each residence has its own designated parking area, with Unit B's space located to the right of the driveway.<br/><br/>Ideally positioned close to Singleton Shopping Centre, parks, playgrounds, medical centres, public transport, fast-food outlets, new schools and just a short drive to the beach—this property offers outstanding convenience and lifestyle appeal.<br/><br/>This is a must-see opportunity.<br/><br/>Property Features:<br/><br/>2024 construction<br/><br/>Two bedrooms with built-in mirrored robes<br/><br/>Modern kitchen with quality appliances and dishwasher<br/><br/>Open-plan living and dining<br/><br/>Split-system reverse-cycle air conditioning<br/><br/>Quality flooring to living areas, carpet to bedrooms<br/><br/>LED downlights throughout<br/><br/>Quality window blinds<br/><br/>Open-space car parking<br/><br/>Low-maintenance, secure rear yard<br/><br/>Gardens & Maintenance:<br/><br/>Unit A includes front and rear gardens with automatic reticulation; tenants of Unit A are responsible for watering and upkeep<br/><br/>Unit B has separate watering and is responsible for maintenance of its own rear yard<br/><br/><br/>#Note this unit B has all electrical appliances. <br/>#Note unit B is unable to register low income or pensioner discounts to electricity companies or Water Corporation. <br/><br/>*********************************<br/>To view the property, please ensure you register online.<br/><br/>•••Please note the lessor makes no representations about the availability of CTV/Alarms, telephone lines, internet lines or any other communications services to the premises. The tenant must make their own enquiries regarding the availability, cost and/or installation of those services.<br/><br/>Own your own investment property? If you are looking for property management services, we would love to hear from you. Contact our office on 9586 5555 or [REDACTED EMAIL] for a no-obligation and confidential conversation.<br/><br/>A direct link to our online application will be sent via SMS after viewing attended.<br/><br/>• Please note we do NOT accept 1Form applications•<br/><br/>PLEASE READ - Important information regarding viewings.<br/><br/>To arrange a viewing please click the ""Contact Agent"" button or the ""Book Inspection"" button and you will be sent an instant reply to register for the scheduled viewing/s<br/><br/>To be notified of viewing changes and cancellations, please register your details as above for the viewing. Notifications will not be sent if you are not registered.<br/><br/>•Information Disclaimer: This document has been prepared for advertising and marketing purposes only. It is believed to be reliable and accurate, but clients must make their own independent enquiries about the information included in this document. LJ Hooker Property Experience South provides this document without any express or implied warranty as to its accuracy or currency. LJ Hooker Property Experience South accepts no responsibility for the results of any actions taken, or reliance placed upon this document by a client.",unit,Karnup,-32.44776166,115.77058597,6176,WA,B/81 Majorelle Way,Karnup,1,2,1,LJ Hooker - Property Experience South,"Open Spaces: 1, Air Conditioning, Living Areas: 1, Toilets: 1, Pets Allowed"
PERFECT LOCATION,750.0,"Looking for great home in an amazing location? It even comes with a stunning below-ground swimming pool - perfect for the family in summer!<br/><br/>Features include:<br/>* Large solar panels to the property to help with those electricity bills<br/>* 3 good sized bedrooms<br/>* Built in robes to 2 of the bedrooms<br/>* 1 bathroom with separate spa bath<br/>* Reverse cycle split system air conditioning to the main bedroom & another to the living area<br/>* Security screens & doors throughout<br/>* Open plan kitchen with plenty of cupboard space, dishwasher & built in breadbox <br/>* Large open plan living area<br/>* Dining area<br/>* Separate entry hall with storage<br/>* Separate toilet<br/>* Large open rear yard with stunning below ground pool<br/>* Rear alfresco area<br/>* Enclose front entertaining area of the kitchen<br/><br/>Conveniently Located across the road from 'Greenwood Village Shopping"". Close to parks & easy access to transport.<br/><br/>* 2min drive to Greenwood Primary School <br/>* 5min drive to Warwick Senior High School<br/>* 6min drive to Glengarry Private Hospital<br/>* 7min drive to Warwick train station<br/>* 10min drive to the beautiful beaches<br/>Don’t miss your chance to make it your new home!<br/><br/>WHAT ARE WE AFTER?:<br/>We are seeking amazing tenants with a great rental references who will treat this home as their own.<br/><br/>NEED HELP WIITH BOND?<br/>Need help with your bond? Did you know if you are an approved tenant with Investors Edge R/E you can pay your bond monthly with easyBondpay? Just ask us for details or visit www.easybondpay.com.au<br/><br/>***BOOKING A VIEWING IS EASY!!***<br/>1. Simply enter your details in the email agent section.<br/>2. State your availability to view in the comment section and we will be in touch when a home open is available.<br/>3. You are now able to apply after viewing the video walk through, however we also suggest driving by the property to ensure it is right for you.<br/><br/>Disclaimer: This information is provided for general information purposes only and may be subject to change. No warranty or representation is made as to its accuracy and interested parties should place no reliance on it and should make their own independent inquiries.",unit,Greenwood,-31.83043,115.80246,6024,WA,25 Calectasia Street,Greenwood,1,3,1,Investors Edge Real Estate - Perth,"Garage: 1, Swimming Pool - Inground, Dishwasher, Split-system Heating"
Golf Course Living with Pool and Solar,800.0,"Enjoy uninterrupted golf course views from this beautifully positioned home on sought-after Golf Course Island. Offering relaxed coastal living with generous indoor and outdoor spaces, this property is perfectly suited to families seeking lifestyle and convenience.<br/><br/>Features Include:<br/>3 bedrooms plus study or optional 4th bedroom.<br/>Spacious master suite with retreat area, built-in robes and renovated ensuite.<br/>Well-appointed kitchen with quality finishes.<br/>Ducted reverse cycle air conditioning.<br/>5kW solar system.<br/>Sparkling swimming pool.<br/>Two alfresco entertaining areas overlooking the manicured fairways.<br/>Reticulated, low maintenance gardens with bore.<br/>Close to beaches, coastal walking trails, schools, shops, cafés, medical facilities and public transport.<br/>Spectacular sunset views.<br/><br/>Note: Shed not for access.<br/><br/>Located in one of Secret Harbour’s most desirable pockets, this home combines seaside lifestyle with everyday convenience. Enquire now to secure this exceptional rental opportunity!",house,Secret Harbour,-32.39835,115.75227,6173,WA,22 Sao Vincente Pkwy,Secret Harbour,2,3,3,Soco Realty - South Perth,"Garage: 2, Open Spaces: 1"
Family Home With All The Trimmings!,950.0,"Be the first to live in this renovated 4 x 2 family home located within walking distance to Excelsior Primary School, shops and local transport.<br/><br/>Enter into the light and bright lounge/dining area with new polished porcelain tiles & LED lighting.<br/>The Master suite is king size with new hybrid flooring, LED lighting & a Walk-in-robe.<br/>Ensuite with floor to ceiling tiling, new vanity, toilet and enclosed shower with oversized shower head.<br/>Open plan living/meals with new polished porcelain tiles, LED lighting and wall mounted TV. <br/>Fully renovated kitchen with shoppers entry, stone benchtops, new electric oven, gas cooktop and rangehood. Plus a dishwasher, extra cupboard space and a walk in pantry.<br/>Separate games room with double doors off the family area leads to the outdoor patio area.<br/>Bedrooms 2, 3 & 4 are all good size with new hybrid flooring and robes to bedrooms 3 & 4.<br/>Renovated main bathroom with floor to ceiling tiling, bath/shower and new vanity.<br/>Renovated laundry with plenty of cupboards, a linen and a separate toilet.<br/>Large covered entertaining area with built in sink space for a BBQ.<br/>Back yard consists of a separate fenced area which is great for kids to play in or pets to be secured.<br/><br/>Other features include:-<br/>Solar Panels <br/>Gas Instantaneous Hot Water System<br/>Outdoor Kitchen Area<br/>Ducted Reverse Cycle Air Conditioning with Airtouch 2 Zoning<br/>Reticulated off Mains<br/>Security Screen Door to Front<br/>Lock Up Garage with shoppers entry<br/>Note: Furniture items shown in photos are staying but will not be replaced should they break down or get damaged.<br/><br/>To arrange a viewing contact Vanessa Mansfield on [REDACTED PHONE] or book an inspection online.<br/><br/>Information contained on any marketing material, website or other portal should not be relied upon and you should make your own enquiries and seek your own independent advice with respect to any property advertised or the information about the property.<br/><br/>",house,Canning Vale,-32.07969,115.9452,6155,WA,3 Spinifex Way,Canning Vale,2,4,2,Coronis National  - LUTWYCHE,"Garage: 2, Ensuite: 1, Toilets: 2"
Fully furnished and equipped apartment - no car bay,800.0,"This fully furnished and equipped apartment in this secure complex is in the perfect spot for it's new tenants with amenities within walking distance. This apartment has the added advantage of being a corner apartment giving you more privacy than others, as well as being slightly larger and on the upper levels with uninterrupted views both south and west.<br/><br/>FEATURES:<br/>- Two bedroom, one bathroom <br/>- No car bay included<br/>- Two balconies - west and south facing, perfect for city & sunset views<br/>- Reverse cycle air conditioning units<br/>- Right amongst Perth's Central Business District<br/>- Common facilities include pool, gym and sauna<br/><br/>This quiet and secure complex is located in the middle of Perth, a short walk to St George's Terrace, restaurants, cafes and boutique outlet stores with public transport available and easy access to the Freeways north and south. <br/><br/>Available: from 23rd March 2026<br/>Furnished & Equipped<br/>Lease term: 12 months plus preferred<br/>Parking: No car bay included<br/>NBN Ready: Yes<br/>Inclusions: Water use inc in rent<br/>Exclusions: Allocated car bay & storeroom are not for use<br/><br/>**PLEASE DO NOT CALL THE OFFICE REGARDING VIEWING TIMES AND APPLICATION UPDATES AS EVERYONE WILL BE UPDATED VIA EMAIL AS SOON AS THIS INFORMATION BECOMES AVAILABLE**<br/><br/>**INSPECTIONS**<br/>Please register your details using the 'Inspect' or 'Register' button located on this page to be notified immediately of any upcoming inspection times. You will also be notified of any changes or cancellations only if you are registered. Social distancing is required at all home opens.<br/><br/>**APPLICATIONS**<br/>You may apply for this property prior to viewing, however please note you will be required to either attend a home open, have someone view on your behalf or sign a consent form to lease as-is, site unseen. To apply for this property, please head over to our website www.oranaproperty.com.au & click the 'Tenancy Application' & follow the prompts. <br/>Application code is 6000.<br/><br/>**IMPORTANT**<br/>Whilst every care is taken in the preparation of the information contained in this marketing, Orana Property Management will not be held liable for any errors in typing or information. All information is considered correct at the time of advertising.",apartment,Perth,-31.95073022,115.85339641,6000,WA,57/418 Murray Street,Perth,1,2,2,Orana Property WA - PERTH,"Balcony, Built-in Wardrobes, Gym, Intercom, Living Areas: 1, Split-system Air Conditioning, Split-system Heating, Toilets: 1, Furnished"
Brand New 1 Bedroom Homes for Rent,450.0,"Discover low maintenance, comfortable and modern living at Canberra Holiday Village, where we have 5 BRAND NEW fully furnished 1-bedroom van homes, within the community. Perfectly designed for convenience and lifestyle, these homes offer a welcoming space to call your own, while also giving you access to shared village facilities.<br/><br/>Features Include:<br/>•    Private ensuite bathroom<br/>•    Built-in wardrobe<br/>•    Air-conditioning<br/>•    Floorboards for easy cleaning<br/>•    Dining table with chairs<br/>•    Kitchen with ample cupboard space & cooking facilities<br/>•    Small balcony, perfect for enjoying the morning sun<br/>•    2-seater lounge<br/>•    Fridge/freezer<br/>•    Allocated car space<br/><br/>Village Facilities:<br/>•    Camp Kitchen<br/>•    Laundry with tap-and-go facilities<br/>•    Welcoming community living environment<br/>•    BBQ & picnic areas<br/>•    On-site Monaro Tavern for casual dining and a game of pool<br/>•    Community Recreation room with free WIFI<br/>•    Playground<br/><br/>Prime Location:<br/>•    Moments from Canberra's city centre<br/>•    Close to medical services, attractions<br/>•    Easy access to Campbellfield Plaza<br/><br/>Rent: $450 per week<br/>Available: From the 2nd of March<br/><br/>Don’t miss this opportunity to move into a brand-new, modern, and convenient home in a friendly village setting!<br/><br/><br/>Disclaimer:<br/>The photos displayed online are for illustrative purposes only and may not represent the exact van homes available. Actual models, layouts, and finishes may vary slightly",unit,Symonston,-35.33217889,149.16396861,2609,ACT,231a/250 Canberra Ave,Symonston,1,1,1,Hampshire Rentals,Open Spaces: 1
"SPACIOUS, BRAND NEW PROPERTY WITH UPGRADES FOR YOU TO ENJOY",700.0,"Don't miss out on viewing this brand new property, this owner has upgraded some features that you are sure to enjoy and sets this property out from the rest.<br/><br/>FEATURES INCLUDE<br/>- Electronic code/fingerprint entry<br/>- Double remote control garage<br/>- Ducted air conditioning throughout<br/>- Spacious kitchen complete with breakfast bar, gas cooking and dishwasher<br/>- Scullery located off the kitchen<br/>- Separate laundry room with external access<br/>- Separate theatre room<br/>- Master bedroom complete with walk-in robe and ensuite<br/>- Three other bedrooms each with a built in robe<br/>- Second bathroom complete with bath<br/>- Undercover patio area<br/>- Spacious easy care back yard<br/><br/>To view this property, please select the 'email agent' button and submit your details. You will automatically be notified of any available inspection times and if there are none available we will notify you shortly when a viewing becomes available. It is a requirement that you are registered for any viewing times, if you are not registered you will not be notified of any changes in viewing times.",house,Baldivis,-32.31275748,115.82883616,6171,WA,5 Minjary Loop,Baldivis,2,4,2,Frasers Property Real Estate Management,"Fully Fenced, Garage: 2, Outdoor Entertaining Area, Remote Garage, Built-in Wardrobes, Dishwasher, Pets Allowed"
